NombreEquipo,NombreJugador,PrecioJugador,FechaNacimiento,Edad,Nacionalidad,Altura,Posicion,PartidosJugados,ValoracionPromedio,TotalGoles,TotalPasesGol,TotalGolesRecibidos,PorteriaImbatida,MinutosJugados
RasenBallsport Leipzig,Philipp Tschauner,325 mil €,03/11/1985,35,Alemania,"1,96 m",Portero,361,"1,44",1,0,463,104,32.291'
RasenBallsport Leipzig,Dayot Upamecano,"60,00 mill. €",27/10/1998,22,Francia,"1,86 m",Defensa central,187,"1,73",5,5,,0,15.243'
RasenBallsport Leipzig,Ibrahima Konaté,"35,00 mill. €",25/05/1999,21,Francia,"1,94 m",Defensa central,104,"1,80",5,1,,0,8.162'
RasenBallsport Leipzig,Lukas Klostermann,"32,00 mill. €",03/06/1996,24,Alemania,"1,89 m",Defensa central,256,"1,84",19,13,,0,19.907'
RasenBallsport Leipzig,Willi Orban,"14,00 mill. €",03/11/1992,28,Hungría,"1,86 m",Defensa central,377,"1,81",46,13,,0,31.100'
RasenBallsport Leipzig,Angeliño,"35,00 mill. €",04/01/1997,24,España,"1,71 m",Lateral izquierdo,242,"1,67",19,51,,0,20.490'
RasenBallsport Leipzig,Marcel Halstenberg,"17,00 mill. €",27/09/1991,29,Alemania,"1,88 m",Lateral izquierdo,399,"1,66",34,30,,0,33.399'
RasenBallsport Leipzig,Nordi Mukiele,"23,00 mill. €",01/11/1997,23,Francia,"1,87 m",Lateral derecho,195,"1,70",10,9,,0,14.747'
RasenBallsport Leipzig,Benjamin Henrichs,"12,00 mill. €",23/02/1997,24,Alemania,"1,83 m",Lateral derecho,240,"1,54",20,31,,0,18.258'
RasenBallsport Leipzig,Tyler Adams,"20,00 mill. €",14/02/1999,22,Estados Unidos,"1,76 m",Pivote,169,"2,01",8,13,,0,12.900'
RasenBallsport Leipzig,Marcel Sabitzer,"42,00 mill. €",17/03/1994,27,Austria,"1,77 m",Mediocentro,381,"1,82",99,78,,0,28.545'
RasenBallsport Leipzig,Konrad Laimer,"26,00 mill. €",27/05/1997,23,Austria,"1,80 m",,0,0,0,0,0,0,0
RasenBallsport Leipzig,Amadou Haidara,"22,00 mill. €",31/01/1998,23,Malí,"1,75 m",Mediocentro,187,"2,21",22,27,,0,11.689'
RasenBallsport Leipzig,Kevin Kampl,"14,00 mill. €",09/10/1990,30,Eslovenia,"1,78 m",Mediocentro,449,"1,86",57,101,,0,34.980'
RasenBallsport Leipzig,Dominik Szoboszlai,"25,00 mill. €",25/10/2000,20,Hungría,"1,87 m",Interior izquierdo,131,"1,98",43,52,,0,9.327'
RasenBallsport Leipzig,Christopher Nkunku,"40,00 mill. €",14/11/1997,23,Francia,"1,75 m",Mediocentro ofensivo,172,"2,27",34,34,,0,9.665'
RasenBallsport Leipzig,Dani Olmo,"38,00 mill. €",07/05/1998,22,España,"1,79 m",Mediocentro ofensivo,214,"2,05",47,41,,0,15.216'
RasenBallsport Leipzig,Lazar Samardzic,"3,00 mill. €",24/02/2002,19,Alemania,"1,84 m",Mediocentro ofensivo,73,"2,12",56,25,,0,5.079'
RasenBallsport Leipzig,Joscha Wosz,400 mil €,20/07/2002,18,Alemania,"1,73 m",Mediocentro ofensivo,57,"1,82",23,6,,0,3.731'
RasenBallsport Leipzig,Emil Forsberg,"20,00 mill. €",23/10/1991,29,Suecia,"1,79 m",Extremo izquierdo,398,"1,76",96,79,,0,27.017'
RasenBallsport Leipzig,Justin Kluivert,"14,00 mill. €",05/05/1999,21,Países Bajos,"1,71 m",Extremo izquierdo,184,"2,01",39,41,,0,11.381'
RasenBallsport Leipzig,Fabrice Hartmann,350 mil €,02/03/2001,20,Alemania,"1,78 m",Extremo derecho,108,"2,10",58,12,,0,6.881'
RasenBallsport Leipzig,Yussuf Poulsen,"25,00 mill. €",15/06/1994,26,Dinamarca,"1,92 m",Delantero centro,342,"1,80",96,68,,0,23.961'
RasenBallsport Leipzig,Alexander Sörloth,"18,00 mill. €",05/12/1995,25,Noruega,"1,94 m",Delantero centro,230,"1,61",79,37,,0,14.058'
RasenBallsport Leipzig,Hee-chan Hwang,"11,00 mill. €",26/01/1996,25,Corea del Sur,"1,77 m",Delantero centro,196,"2,10",62,40,,0,11.146'
RasenBallsport Leipzig,Hugo Novoa,200 mil €,24/01/2003,18,España,"1,82 m",Delantero centro,25,"2,32",6,9,,0,1.556'
Arsenal FC,Bernd Leno,"25,00 mill. €",04/03/1992,29,Alemania,"1,90 m",Portero,505,"1,68",0,0,602,158,45.332'
Arsenal FC,Mathew Ryan,"6,00 mill. €",08/04/1992,28,Australia,"1,84 m",Portero,367,"1,55",0,0,431,118,33.150'
Arsenal FC,Rúnar Alex Rúnarsson,"1,80 mill. €",18/02/1995,26,Islandia,"1,86 m",Portero,122,"1,29",0,0,203,22,10.742'
Arsenal FC,Dejan Iliev,300 mil €,25/02/1995,26,Macedonia del Norte,"1,95 m",Portero,72,"1,44",0,0,110,19,6.285'
Arsenal FC,Gabriel,"25,00 mill. €",19/12/1997,23,Brasil,"1,90 m",Defensa central,112,"1,58",8,1,,0,9.558'
Arsenal FC,Rob Holding,"16,00 mill. €",20/09/1995,25,Inglaterra,"1,89 m",Defensa central,171,"1,67",7,3,,0,14.051'
Arsenal FC,Calum Chambers,"12,00 mill. €",20/01/1995,26,Inglaterra,"1,82 m",Defensa central,224,"1,54",11,12,,0,16.742'
Arsenal FC,Pablo Marí,"7,00 mill. €",31/08/1993,27,España,"1,93 m",Defensa central,292,"1,62",18,2,,0,25.061'
Arsenal FC,David Luiz,"5,00 mill. €",22/04/1987,33,Brasil,"1,89 m",Defensa central,539,"2,04",36,26,,0,45.813'
Arsenal FC,Kieran Tierney,"30,00 mill. €",05/06/1997,23,Escocia,"1,80 m",Lateral izquierdo,228,"2,05",11,45,,0,18.835'
Arsenal FC,Héctor Bellerín,"25,00 mill. €",19/03/1995,26,España,"1,78 m",Lateral derecho,279,"1,81",14,36,,0,22.645'
Arsenal FC,Cédric Soares,"6,00 mill. €",31/08/1991,29,Portugal,"1,71 m",Lateral derecho,299,"1,56",6,27,,0,24.772'
Arsenal FC,Thomas Partey,"45,00 mill. €",13/06/1993,27,Ghana,"1,85 m",Pivote,311,"1,71",29,16,,0,21.290'
Arsenal FC,Granit Xhaka,"22,00 mill. €",27/09/1992,28,Suiza,"1,86 m",Pivote,455,"1,85",36,35,,0,35.614'
Arsenal FC,Mohamed Elneny,"10,00 mill. €",11/07/1992,28,Egipto,"1,79 m",Pivote,339,"1,93",18,23,,0,23.706'
Arsenal FC,Dani Ceballos,"30,00 mill. €",07/08/1996,24,España,"1,79 m",Mediocentro,233,"1,71",14,15,,0,14.369'
Arsenal FC,Martin Ødegaard,"40,00 mill. €",17/12/1998,22,Noruega,"1,78 m",Mediocentro ofensivo,228,"1,55",33,40,,0,16.652'
Arsenal FC,Emile Smith Rowe,"13,00 mill. €",28/07/2000,20,Inglaterra,"1,82 m",Mediocentro ofensivo,111,"1,83",28,17,,0,7.572'
Arsenal FC,Gabriel Martinelli,"22,00 mill. €",18/06/2001,19,Brasil,"1,80 m",Extremo izquierdo,37,"1,41",10,5,,0,1.855'
Arsenal FC,Bukayo Saka,"60,00 mill. €",05/09/2001,19,Inglaterra,"1,78 m",Extremo derecho,129,"1,74",32,35,,0,9.066'
Arsenal FC,Nicolas Pépé,"38,00 mill. €",29/05/1995,25,Costa de Marfil,"1,83 m",Extremo derecho,233,"1,57",63,35,,0,15.043'
Arsenal FC,Willian,"12,00 mill. €",09/08/1988,32,Brasil,"1,75 m",Extremo derecho,624,"2,05",103,140,,0,41.984'
Arsenal FC,Reiss Nelson,"10,00 mill. €",10/12/1999,21,Inglaterra,"1,75 m",Extremo derecho,143,"1,69",36,16,,0,8.224'
Arsenal FC,Alexandre Lacazette,"35,00 mill. €",28/05/1991,29,Francia,"1,76 m",Delantero centro,436,"1,72",190,71,,0,30.903'
Arsenal FC,Pierre-Emerick Aubameyang,"35,00 mill. €",18/06/1989,31,Gabón,"1,87 m",Delantero centro,553,"1,70",285,84,,0,41.993'
Arsenal FC,Eddie Nketiah,"18,00 mill. €",30/05/1999,21,Inglaterra,"1,80 m",Delantero centro,138,"1,86",63,13,,0,7.364'
SSC Nápoles,Alex Meret,"20,00 mill. €",22/03/1997,24,Italia,"1,90 m",Portero,157,"1,74",0,0,174,51,13.939'
SSC Nápoles,David Ospina,"5,00 mill. €",31/08/1988,32,Colombia,"1,83 m",Portero,349,"1,54",0,0,389,122,30.771'
SSC Nápoles,Nikita Contini,500 mil €,21/05/1996,24,Italia,"1,90 m",Portero,198,"1,45",0,0,248,68,17.648'
SSC Nápoles,Kalidou Koulibaly,"50,00 mill. €",20/06/1991,29,Senegal,"1,87 m",Defensa central,411,"1,84",15,10,,0,35.867'
SSC Nápoles,Konstantinos Manolas,"28,00 mill. €",14/06/1991,29,Grecia,"1,89 m",Defensa central,428,"1,86",24,8,,0,36.149'
SSC Nápoles,Nikola Maksimovic,"12,00 mill. €",25/11/1991,29,Serbia,"1,93 m",Defensa central,287,"1,66",6,9,,0,23.340'
SSC Nápoles,Amir Rrahmani,"12,00 mill. €",24/02/1994,27,Kosovo,"1,92 m",Defensa central,245,"1,71",9,7,,0,20.926'
SSC Nápoles,Mário Rui,"10,00 mill. €",27/05/1991,29,Portugal,"1,68 m",Lateral izquierdo,323,"1,44",6,16,,0,24.231'
SSC Nápoles,Faouzi Ghoulam,"3,00 mill. €",01/02/1991,30,Argelia,"1,84 m",Lateral izquierdo,297,"1,81",4,36,,0,23.156'
SSC Nápoles,Giovanni Di Lorenzo,"22,00 mill. €",04/08/1993,27,Italia,"1,83 m",Lateral derecho,372,"1,40",16,29,,0,32.161'
SSC Nápoles,Elseid Hysaj,"14,00 mill. €",02/02/1994,27,Albania,"1,82 m",Lateral derecho,350,"1,90",3,12,,0,28.948'
SSC Nápoles,Tiemoué Bakayoko,"25,00 mill. €",17/08/1994,26,Francia,"1,89 m",Pivote,263,"1,83",12,9,,0,19.239'
SSC Nápoles,Diego Demme,"15,00 mill. €",21/11/1991,29,Alemania,"1,70 m",Pivote,420,"1,60",10,25,,0,31.477'
SSC Nápoles,Stanislav Lobotka,"11,00 mill. €",25/11/1994,26,Eslovaquia,"1,72 m",Pivote,304,"1,55",6,13,,0,22.513'
SSC Nápoles,Piotr Zielinski,"46,00 mill. €",20/05/1994,26,Polonia,"1,80 m",Mediocentro,340,"1,75",45,32,,0,21.786'
SSC Nápoles,Fabián Ruiz,"44,00 mill. €",03/04/1996,24,España,"1,89 m",Mediocentro,217,"1,67",20,19,,0,15.590'
SSC Nápoles,Karim Zedadka,100 mil €,09/06/2000,20,Francia,"1,82 m",Interior izquierdo,51,"0,98",2,8,,0,3.776'
SSC Nápoles,Eljif Elmas,"18,00 mill. €",24/09/1999,21,Macedonia del Norte,"1,82 m",Mediocentro ofensivo,164,"1,65",16,10,,0,8.607'
SSC Nápoles,Lorenzo Insigne,"48,00 mill. €",04/06/1991,29,Italia,"1,63 m",Extremo izquierdo,507,"1,89",162,97,,0,36.106'
SSC Nápoles,Antonio Cioffi,400 mil €,19/12/2002,18,Italia,"1,80 m",Extremo izquierdo,53,"1,49",18,5,,0,3.445'
SSC Nápoles,Hirving Lozano,"45,00 mill. €",30/07/1995,25,México,"1,75 m",Extremo derecho,293,"1,73",101,60,,0,21.684'
SSC Nápoles,Matteo Politano,"25,00 mill. €",03/08/1993,27,Italia,"1,71 m",Extremo derecho,396,"1,65",74,37,,0,24.640'
SSC Nápoles,Victor Osimhen,"50,00 mill. €",29/12/1998,22,Nigeria,"1,86 m",Delantero centro,109,"1,59",41,11,,0,7.356'
SSC Nápoles,Andrea Petagna,"17,00 mill. €",30/06/1995,25,Italia,"1,90 m",Delantero centro,299,"1,45",74,26,,0,19.422'
SSC Nápoles,Dries Mertens,"12,00 mill. €",06/05/1987,33,Bélgica,"1,69 m",Delantero centro,635,"1,76",231,176,,0,45.621'
AC Milan,Gianluigi Donnarumma,"60,00 mill. €",25/02/1999,22,Italia,"1,96 m",Portero,251,"1,74",0,0,271,86,22.447'
AC Milan,Ciprian Tatarusanu,700 mil €,09/02/1986,35,Rumania,"1,98 m",Portero,413,"1,70",0,0,417,153,36.941'
AC Milan,Antonio Donnarumma,300 mil €,07/07/1990,30,Italia,"1,92 m",Portero,136,"1,26",0,0,182,41,12.293'
AC Milan,Alessio Romagnoli,"30,00 mill. €",12/01/1995,26,Italia,"1,85 m",Defensa central,279,"1,78",14,4,,0,23.795'
AC Milan,Fikayo Tomori,"20,00 mill. €",19/12/1997,23,Inglaterra,"1,84 m",Defensa central,192,"1,65",11,5,,0,15.784'
AC Milan,Simon Kjaer,"10,00 mill. €",26/03/1989,32,Dinamarca,"1,91 m",Defensa central,457,"1,71",21,9,,0,38.498'
AC Milan,Matteo Gabbia,"9,00 mill. €",21/10/1999,21,Italia,"1,85 m",Defensa central,120,"1,68",6,3,,0,9.400'
AC Milan,Theo Hernández,"50,00 mill. €",06/10/1997,23,Francia,"1,84 m",Lateral izquierdo,172,"1,77",17,21,,0,14.379'
AC Milan,Davide Calabria,"25,00 mill. €",06/12/1996,24,Italia,"1,76 m",Lateral derecho,194,"1,80",10,10,,0,14.801'
AC Milan,Diogo Dalot,"10,00 mill. €",18/03/1999,22,Portugal,"1,83 m",Lateral derecho,106,"1,83",7,15,,0,7.802'
AC Milan,Pierre Kalulu,"7,00 mill. €",05/06/2000,20,Francia,"1,79 m",Lateral derecho,66,"1,53",1,3,,0,5.385'
AC Milan,Ismaël Bennacer,"40,00 mill. €",01/12/1997,23,Argelia,"1,75 m",Pivote,189,"1,64",7,15,,0,14.288'
AC Milan,Sandro Tonali,"32,00 mill. €",08/05/2000,20,Italia,"1,81 m",Pivote,176,"1,41",18,18,,0,13.665'
AC Milan,Franck Kessié,"50,00 mill. €",19/12/1996,24,Costa de Marfil,"1,83 m",Mediocentro,249,"1,82",37,17,,0,20.267'
AC Milan,Rade Krunic,"6,00 mill. €",07/10/1993,27,Bosnia y Herzegovina,"1,84 m",Mediocentro,238,"1,41",22,27,,0,15.998'
AC Milan,Soualiho Meïté,"5,00 mill. €",17/03/1994,27,Francia,"1,87 m",Mediocentro,254,"1,52",8,12,,0,16.978'
AC Milan,Hakan Calhanoglu,"35,00 mill. €",08/02/1994,27,Turquía,"1,78 m",Mediocentro ofensivo,418,"1,66",92,100,,0,31.647'
AC Milan,Brahim Díaz,"14,00 mill. €",03/08/1999,21,España,"1,71 m",Mediocentro ofensivo,128,"1,97",29,20,,0,7.505'
AC Milan,Daniel Maldini,800 mil €,11/10/2001,19,Italia,"1,81 m",Mediocentro ofensivo,80,"1,89",32,5,,0,4.864'
AC Milan,Ante Rebic,"32,00 mill. €",21/09/1993,27,Croacia,"1,85 m",Extremo izquierdo,244,"1,60",61,30,,0,15.085'
AC Milan,Jens Petter Hauge,"10,00 mill. €",12/10/1999,21,Noruega,"1,84 m",Extremo izquierdo,147,"1,96",39,31,,0,6.503'
AC Milan,Alexis Saelemaekers,"18,00 mill. €",27/06/1999,21,Bélgica,"1,80 m",Extremo derecho,116,"1,63",6,17,,0,7.370'
AC Milan,Samu Castillejo,"10,00 mill. €",18/01/1995,26,España,"1,82 m",Extremo derecho,269,"1,65",22,31,,0,15.501'
AC Milan,Rafael Leão,"28,00 mill. €",10/06/1999,21,Portugal,"1,88 m",Delantero centro,119,"1,67",35,15,,0,6.454'
AC Milan,Zlatan Ibrahimovic,"5,00 mill. €",03/10/1981,39,Suecia,"1,95 m",Delantero centro,784,"2,10",484,186,,0,61.481'
AC Milan,Mario Mandzukic,"1,00 mill. €",21/05/1986,34,Croacia,"1,90 m",Delantero centro,502,"2,10",197,84,,0,38.338'
Leicester City,Kasper Schmeichel,"8,00 mill. €",05/11/1986,34,Dinamarca,"1,89 m",Portero,580,"1,64",0,0,660,197,52.187'
Leicester City,Danny Ward,"6,00 mill. €",22/06/1993,27,Gales,"1,91 m",Portero,139,"1,81",0,0,167,39,12.455'
Leicester City,Eldin Jakupovic,400 mil €,02/10/1984,36,Suiza,"1,91 m",Portero,272,"1,56",1,0,331,94,24.451'
Leicester City,Caglar Söyüncü,"40,00 mill. €",23/05/1996,24,Turquía,"1,87 m",Defensa central,171,"1,51",4,2,,0,14.178'
Leicester City,Wesley Fofana,"30,00 mill. €",17/12/2000,20,Francia,"1,90 m",Defensa central,58,"1,81",2,1,,0,4.768'
Leicester City,Jonny Evans,"7,00 mill. €",03/01/1988,33,Irlanda del Norte,"1,88 m",Defensa central,450,"1,77",19,14,,0,37.741'
Leicester City,Wes Morgan,500 mil €,21/01/1984,37,Jamaica,"1,85 m",Defensa central,704,"1,53",27,7,,0,60.402'
Leicester City,Luke Thomas,"3,00 mill. €",10/06/2001,19,Inglaterra,"1,81 m",Lateral izquierdo,87,"1,56",9,7,,0,6.967'
Leicester City,Christian Fuchs,"1,00 mill. €",07/04/1986,34,Austria,"1,87 m",Lateral izquierdo,533,"1,56",32,83,,0,41.974'
Leicester City,Ricardo Pereira,"30,00 mill. €",06/10/1993,27,Portugal,"1,75 m",Lateral derecho,275,"1,85",20,30,,0,22.476'
Leicester City,Timothy Castagne,"24,00 mill. €",05/12/1995,25,Bélgica,"1,80 m",Lateral derecho,218,"1,87",12,17,,0,17.145'
Leicester City,James Justin,"17,00 mill. €",23/02/1998,23,Inglaterra,"1,83 m",Lateral derecho,165,"1,97",10,17,,0,12.733'
Leicester City,Wilfred Ndidi,"50,00 mill. €",16/12/1996,24,Nigeria,"1,83 m",Pivote,248,"1,68",16,13,,0,20.947'
Leicester City,Hamza Choudhury,"8,00 mill. €",01/10/1997,23,Inglaterra,"1,78 m",Pivote,156,"1,54",3,6,,0,9.656'
Leicester City,Nampalys Mendy,"8,00 mill. €",23/06/1992,28,Senegal,"1,67 m",Pivote,297,"1,49",1,6,,0,22.947'
Leicester City,Daniel Amartey,"5,00 mill. €",21/12/1994,26,Ghana,"1,86 m",Pivote,189,"1,74",9,6,,0,14.723'
Leicester City,Youri Tielemans,"55,00 mill. €",07/05/1997,23,Bélgica,"1,76 m",Mediocentro,347,"1,74",57,52,,0,26.684'
Leicester City,Dennis Praet,"20,00 mill. €",14/05/1994,26,Bélgica,"1,81 m",Mediocentro,349,"1,67",34,50,,0,24.815'
Leicester City,Marc Albrighton,"5,00 mill. €",18/11/1989,31,Inglaterra,"1,75 m",Interior derecho,376,"1,55",30,69,,0,24.124'
Leicester City,Harvey Barnes,"35,00 mill. €",09/12/1997,23,Inglaterra,"1,82 m",Interior izquierdo,213,"1,49",53,37,,0,14.828'
Leicester City,James Maddison,"60,00 mill. €",23/11/1996,24,Inglaterra,"1,75 m",Mediocentro ofensivo,221,"1,57",51,46,,0,15.753'
Leicester City,Cengiz Ünder,"20,00 mill. €",14/07/1997,23,Turquía,"1,73 m",Extremo derecho,208,"1,69",39,31,,0,13.036'
Leicester City,Ayoze Pérez,"18,00 mill. €",29/07/1993,27,España,"1,78 m",Mediapunta,312,"1,46",76,29,,0,20.473'
Leicester City,Kelechi Iheanacho,"15,00 mill. €",03/10/1996,24,Nigeria,"1,85 m",Delantero centro,190,"1,57",58,29,,0,8.000'
Leicester City,Jamie Vardy,"10,00 mill. €",11/01/1987,34,Inglaterra,"1,79 m",Delantero centro,381,"1,67",178,76,,0,29.804'
Everton FC,Jordan Pickford,"22,00 mill. €",07/03/1994,27,Inglaterra,"1,85 m",Portero,335,"1,26",0,0,458,99,29.995'
Everton FC,Robin Olsen,"4,00 mill. €",08/01/1990,31,Suecia,"1,96 m",Portero,265,"1,83",0,0,295,95,23.760'
Everton FC,João Virgínia,500 mil €,10/10/1999,21,Portugal,"1,92 m",Portero,70,"1,87",0,0,86,26,6.317'
Everton FC,Michael Keane,"28,00 mill. €",11/01/1993,28,Inglaterra,"1,88 m",Defensa central,349,"1,56",28,13,,0,29.984'
Everton FC,Ben Godfrey,"25,00 mill. €",15/01/1998,23,Inglaterra,"1,86 m",Defensa central,195,"1,39",7,3,,0,15.529'
Everton FC,Yerry Mina,"20,00 mill. €",23/09/1994,26,Colombia,"1,95 m",Defensa central,205,"1,75",25,5,,0,16.156'
Everton FC,Mason Holgate,"18,00 mill. €",22/10/1996,24,Inglaterra,"1,87 m",Defensa central,171,"1,60",7,9,,0,14.017'
Everton FC,Lucas Digne,"35,00 mill. €",20/07/1993,27,Francia,"1,78 m",Lateral izquierdo,296,"1,85",13,34,,0,24.551'
Everton FC,Niels Nkounkou,"3,00 mill. €",01/11/2000,20,Francia,"1,80 m",Lateral izquierdo,50,"1,24",4,6,,0,3.844'
Everton FC,Seamus Coleman,"7,00 mill. €",11/10/1988,32,Irlanda,"1,77 m",Lateral derecho,419,"1,56",29,35,,0,33.803'
Everton FC,Jean-Philippe Gbamin,"18,00 mill. €",25/09/1995,25,Costa de Marfil,"1,86 m",,0,0,0,0,0,0,0
Everton FC,Abdoulaye Doucouré,"25,00 mill. €",01/01/1993,28,Francia,"1,83 m",Mediocentro,278,"1,33",36,32,,0,21.995'
Everton FC,Allan,"22,00 mill. €",08/01/1991,30,Brasil,"1,75 m",Mediocentro,409,"1,83",14,32,,0,28.940'
Everton FC,André Gomes,"20,00 mill. €",30/07/1993,27,Portugal,"1,88 m",Mediocentro,289,"1,91",25,25,,0,18.789'
Everton FC,Tom Davies,"16,00 mill. €",30/06/1998,22,Inglaterra,"1,80 m",Mediocentro,176,"1,61",7,10,,0,11.577'
Everton FC,Fabian Delph,"5,00 mill. €",21/11/1989,31,Inglaterra,"1,74 m",Mediocentro,309,"1,62",19,12,,0,22.232'
Everton FC,James Rodríguez,"30,00 mill. €",12/07/1991,29,Colombia,"1,81 m",Mediocentro ofensivo,409,"2,21",109,132,,0,27.314'
Everton FC,Gylfi Sigurdsson,"15,00 mill. €",08/09/1989,31,Islandia,"1,86 m",Mediocentro ofensivo,470,"1,43",115,76,,0,33.731'
Everton FC,Richarlison,"60,00 mill. €",10/05/1997,23,Brasil,"1,84 m",Extremo izquierdo,220,"1,42",66,25,,0,16.814'
Everton FC,Alex Iwobi,"22,00 mill. €",03/05/1996,24,Nigeria,"1,83 m",Extremo izquierdo,265,"1,69",35,38,,0,16.744'
Everton FC,Bernard,"12,00 mill. €",08/09/1992,28,Brasil,"1,64 m",Extremo izquierdo,311,"1,87",52,61,,0,19.340'
Everton FC,Joshua King,"10,00 mill. €",15/01/1992,29,Noruega,"1,87 m",Mediapunta,329,"1,29",72,41,,0,21.566'
Everton FC,Dominic Calvert-Lewin,"45,00 mill. €",16/03/1997,24,Inglaterra,"1,87 m",Delantero centro,212,"1,51",63,18,,0,12.797'
Wolverhampton Wanderers,Rui Patrício,"10,00 mill. €",15/02/1988,33,Portugal,"1,90 m",Portero,582,"1,81",0,0,583,215,52.422'
Wolverhampton Wanderers,John Ruddy,"1,00 mill. €",24/10/1986,34,Inglaterra,"1,92 m",Portero,453,"1,48",0,0,568,143,40.652'
Wolverhampton Wanderers,Conor Coady,"22,00 mill. €",25/02/1993,28,Inglaterra,"1,85 m",Defensa central,415,"1,58",20,15,,0,35.316'
Wolverhampton Wanderers,Willy Boly,"14,00 mill. €",03/02/1991,30,Costa de Marfil,"1,95 m",Defensa central,313,"1,58",15,6,,0,27.315'
Wolverhampton Wanderers,Romain Saïss,"10,00 mill. €",26/03/1990,31,Marruecos,"1,88 m",Defensa central,317,"1,48",17,11,,0,25.513'
Wolverhampton Wanderers,Max Kilman,"4,50 mill. €",23/05/1997,23,Inglaterra,"1,92 m",Defensa central,84,"1,58",3,2,,0,6.545'
Wolverhampton Wanderers,Rayan Aït Nouri,"20,00 mill. €",06/06/2001,19,Francia,"1,79 m",Lateral izquierdo,39,"1,21",1,5,,0,2.449'
Wolverhampton Wanderers,Jonny Otto,"15,00 mill. €",03/03/1994,27,España,"1,75 m",Lateral izquierdo,339,"1,44",8,17,,0,27.494'
Wolverhampton Wanderers,Marçal,"1,80 mill. €",19/02/1989,32,Brasil,"1,78 m",Lateral izquierdo,262,"1,55",3,18,,0,21.293'
Wolverhampton Wanderers,Nélson Semedo,"32,00 mill. €",16/11/1993,27,Portugal,"1,77 m",Lateral derecho,279,"2,06",10,33,,0,21.370'
Wolverhampton Wanderers,Ki-Jana Hoever,"7,00 mill. €",18/01/2002,19,Países Bajos,"1,83 m",Lateral derecho,62,"1,79",3,1,,0,4.452'
Wolverhampton Wanderers,Rúben Neves,"50,00 mill. €",13/03/1997,24,Portugal,"1,80 m",Pivote,261,"1,85",24,13,,0,18.597'
Wolverhampton Wanderers,Leander Dendoncker,"32,00 mill. €",15/04/1995,25,Bélgica,"1,88 m",Pivote,301,"1,78",20,5,,0,24.109'
Wolverhampton Wanderers,Owen Otasowie,"1,50 mill. €",06/01/2001,20,Estados Unidos,"1,88 m",Pivote,39,"1,03",1,2,,0,2.199'
Wolverhampton Wanderers,Morgan Gibbs-White,"6,00 mill. €",27/01/2000,21,Inglaterra,"1,71 m",Mediocentro,99,"1,62",4,7,,0,4.261'
Wolverhampton Wanderers,Vitinha,"6,00 mill. €",13/02/2000,21,Portugal,"1,72 m",Mediocentro,54,"1,63",10,7,,0,2.198'
Wolverhampton Wanderers,João Moutinho,"4,00 mill. €",08/09/1986,34,Portugal,"1,70 m",Mediocentro,724,"1,95",51,118,,0,59.242'
Wolverhampton Wanderers,Pedro Neto,"35,00 mill. €",09/03/2000,21,Portugal,"1,72 m",Extremo izquierdo,96,"1,39",12,10,,0,5.310'
Wolverhampton Wanderers,Adama Traoré,"35,00 mill. €",25/01/1996,25,España,"1,78 m",Extremo derecho,284,"1,31",25,51,,0,17.419'
Wolverhampton Wanderers,Daniel Podence,"25,00 mill. €",21/10/1995,25,Portugal,"1,65 m",Extremo derecho,238,"1,82",30,42,,0,15.611'
Wolverhampton Wanderers,Raúl Jiménez,"35,00 mill. €",05/05/1991,29,México,"1,88 m",Delantero centro,361,"1,89",117,51,,0,21.919'
Wolverhampton Wanderers,Fábio Silva,"25,00 mill. €",19/07/2002,18,Portugal,"1,85 m",Delantero centro,61,"1,77",12,6,,0,2.787'
Wolverhampton Wanderers,Willian José,"20,00 mill. €",23/11/1991,29,Brasil,"1,89 m",Delantero centro,358,"1,34",101,24,,0,22.033'
Wolverhampton Wanderers,Renat Dadashov,300 mil €,17/05/1999,21,Azerbaiyán,"1,86 m",,0,0,0,0,0,0,0
